Canton,Vehicle group / type,Year of first registration,Fuel,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Switzerland,... Farm tractor,1990 - 1999,Electricity,1,1,1,1,1,1,1,1,1,2,3,4,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,1990 - 1999,Other,1,1,0,0,1,1,3,4,4,4,4,6,1,1,0,15,47,45,63,6,3,3,4,3,3,2,2,2,2,3,2,2
Switzerland,... Farm tractor,1990 - 1999,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2000 - 2004,Petrol,0,0,0,0,0,0,0,0,0,0,6,21,37,65,84,80,106,118,118,78,75,77,76,75,69,66,67,65,63,64,58,57
Switzerland,... Farm tractor,2000 - 2004,Diesel,0,0,0,0,0,0,0,0,0,0,2432,5624,8647,11361,14220,14720,14761,14694,14785,14546,14577,14509,14456,14482,14438,14358,14323,14220,14160,14040,13901,13782
Switzerland,... Farm tractor,2000 - 2004,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2000 - 2004,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,50,34,37,1,0,0,0,1,1,1,0,1,1,1,1,1
Switzerland,... Farm tractor,2000 - 2004,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2005 - 2009,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,28,41,41,44,41,40,38,34,35,35,36,37,35,36,35
Switzerland,... Farm tractor,2005 - 2009,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276,4788,7304,9944,12430,12938,12947,13031,13053,13085,13067,13099,13105,13097,13052,13017,12970
Switzerland,... Farm tractor,2005 - 2009,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2005 - 2009,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,10,9,5,5,5,5,4,4,5,5,5,4,4,4,4
Switzerland,... Farm tractor,2005 - 2009,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2010 - 2014,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,16,23,36,39,38,40,41,40,39,40
Switzerland,... Farm tractor,2010 - 2014,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088,5050,8260,11113,13904,14557,14628,14708,14770,14771,14792,14823
Switzerland,... Farm tractor,2010 - 2014,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Switzerland,... Farm tractor,2010 - 2014,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,4,4,4,3,4
Switzerland,... Farm tractor,2010 - 2014,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2015,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,5,5
Switzerland,... Farm tractor,2015,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2485,3006,3047,3062,3083,3082,3094
Switzerland,... Farm tractor,2015,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2015,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Switzerland,... Farm tractor,2015,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2016,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,6
Switzerland,... Farm tractor,2016,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2173,2659,2681,2683,2703,2711
Switzerland,... Farm tractor,2016,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2016,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2016,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2017,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,5,6
Switzerland,... Farm tractor,2017,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2067,2622,2685,2696,2728
Switzerland,... Farm tractor,2017,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2017,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2017,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2018,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5
Switzerland,... Farm tractor,2018,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811,2301,2323,2362
Switzerland,... Farm tractor,2018,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2018,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2018,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2019,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12
Switzerland,... Farm tractor,2019,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,2355,2390
Switzerland,... Farm tractor,2019,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Switzerland,... Farm tractor,2019,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2019,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2020,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19
Switzerland,... Farm tractor,2020,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2341
Switzerland,... Farm tractor,2020,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Switzerland,... Farm tractor,2020,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2020,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,2021,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Switzerland,... Farm tractor,2021,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213
Switzerland,... Farm tractor,2021,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Switzerland,... Farm tractor,2021,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Switzerland,... Farm tractor,2021,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,Before 1960,Petrol,35,33,32,27,27,23,20,20,18,19,19,20,20,15,14,12,8,7,8,7,12,11,11,11,11,12,11,9,12,11,9,7
Switzerland,... Farm utility vehicle,Before 1960,Diesel,20,19,14,15,15,17,16,15,14,13,11,12,11,12,11,11,8,7,5,3,2,3,3,1,1,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,Before 1960,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,Before 1960,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,Before 1960,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,1960 - 1979,Petrol,175,155,154,138,130,116,105,93,79,78,74,73,68,62,52,63,78,91,191,194,189,172,153,139,121,86,74,66,66,59,55,51
Switzerland,... Farm utility vehicle,1960 - 1979,Diesel,848,902,930,954,929,914,901,865,836,803,752,713,658,602,577,525,327,329,213,179,235,233,239,251,258,272,264,249,230,212,210,194
Switzerland,... Farm utility vehicle,1960 - 1979,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Switzerland,... Farm utility vehicle,1960 - 1979,Other,1,1,1,1,1,0,2,2,2,2,2,1,1,1,1,3,5,5,15,11,16,15,15,10,9,7,4,2,1,1,1,0
Switzerland,... Farm utility vehicle,1960 - 1979,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,1980 - 1989,Petrol,73,70,61,60,61,62,60,55,56,48,49,46,49,55,60,69,124,169,572,627,527,459,386,331,246,188,161,132,120,109,97,89
Switzerland,... Farm utility vehicle,1980 - 1989,Diesel,1460,1479,1538,1601,1622,1635,1705,1702,1682,1697,1656,1646,1613,1538,1544,1470,1171,1087,750,659,763,775,819,812,846,848,822,803,769,732,693,658
Switzerland,... Farm utility vehicle,1980 - 1989,Electricity,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
Switzerland,... Farm utility vehicle,1980 - 1989,Other,1,1,1,1,1,2,2,2,2,2,2,1,0,0,0,2,8,9,18,28,36,31,36,34,29,23,22,22,22,21,20,19
Switzerland,... Farm utility vehicle,1980 - 1989,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,1990 - 1999,Petrol,3,10,16,20,27,32,37,44,51,56,57,59,57,61,63,66,80,87,105,100,90,88,76,71,69,65,59,54,49,45,44,40
Switzerland,... Farm utility vehicle,1990 - 1999,Diesel,114,246,385,507,622,764,956,1097,1302,1440,1500,1496,1522,1510,1541,1523,1637,1625,1556,1525,1522,1506,1486,1463,1459,1417,1385,1375,1326,1300,1285,1243
Switzerland,... Farm utility vehicle,1990 - 1999,Electricity,0,0,0,0,2,3,4,4,5,5,6,6,6,6,4,2,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1
Switzerland,... Farm utility vehicle,1990 - 1999,Other,0,0,0,1,1,1,1,2,3,3,3,3,1,1,0,8,13,6,21,38,41,37,33,27,23,21,21,19,16,14,12,10
Switzerland,... Farm utility vehicle,1990 - 1999,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,2000 - 2004,Petrol,0,0,0,0,0,0,0,0,0,0,8,14,24,44,52,56,58,63,70,72,69,66,62,59,57,55,53,51,54,55,56,56
Switzerland,... Farm utility vehicle,2000 - 2004,Diesel,0,0,0,0,0,0,0,0,0,0,156,397,648,941,1286,1369,1346,1347,1345,1323,1319,1304,1287,1298,1298,1270,1283,1282,1274,1252,1240,1229
Switzerland,... Farm utility vehicle,2000 - 2004,Electricity,0,0,0,0,0,0,0,0,0,0,0,1,5,6,9,10,11,11,10,10,10,9,10,10,11,11,11,11,11,12,11,10
Switzerland,... Farm utility vehicle,2000 - 2004,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,4,5,3,5,5,5,5,2,3,3,2,1,1,1
Switzerland,... Farm utility vehicle,2000 - 2004,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,2005 - 2009,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,39,48,59,61,60,61,61,57,57,57,57,49,48,47,48
Switzerland,... Farm utility vehicle,2005 - 2009,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,553,825,1153,1523,1608,1615,1623,1619,1638,1631,1639,1633,1612,1609,1608,1613
Switzerland,... Farm utility vehicle,2005 - 2009,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,9,11,11,11,10,10,10,10,10,9,9,9,8,8
Switzerland,... Farm utility vehicle,2005 - 2009,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,12,10,4,4,5,7,7,6,6,6,6,6,6,7,7
Switzerland,... Farm utility vehicle,2005 - 2009,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,2010 - 2014,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,12,17,25,25,25,23,23,22,21,21
Switzerland,... Farm utility vehicle,2010 - 2014,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,699,1179,1641,2092,2214,2232,2219,2222,2221,2230,2248
Switzerland,... Farm utility vehicle,2010 - 2014,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,15,17,18,17,17,16,16,16,16
Switzerland,... Farm utility vehicle,2010 - 2014,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2
Switzerland,... Farm utility vehicle,2010 - 2014,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,2015,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,6,6
Switzerland,... Farm utility vehicle,2015,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,507,523,526,532,527,531
Switzerland,... Farm utility vehicle,2015,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2
Switzerland,... Farm utility vehicle,2015,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0
Switzerland,... Farm utility vehicle,2015,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,2016,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,4,3
Switzerland,... Farm utility vehicle,2016,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,481,484,491,494,501
Switzerland,... Farm utility vehicle,2016,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,6,6,6
Switzerland,... Farm utility vehicle,2016,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,2016,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,2017,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,11,11,11
Switzerland,... Farm utility vehicle,2017,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,500,509,510,521
Switzerland,... Farm utility vehicle,2017,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,11,11,11
Switzerland,... Farm utility vehicle,2017,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Switzerland,... Farm utility vehicle,2017,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,2018,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,8
Switzerland,... Farm utility vehicle,2018,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,480,495,512
Switzerland,... Farm utility vehicle,2018,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6
Switzerland,... Farm utility vehicle,2018,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,2018,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,2019,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Switzerland,... Farm utility vehicle,2019,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,581,597
Switzerland,... Farm utility vehicle,2019,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8
Switzerland,... Farm utility vehicle,2019,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,2019,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,2020,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
Switzerland,... Farm utility vehicle,2020,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,514
Switzerland,... Farm utility vehicle,2020,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17
Switzerland,... Farm utility vehicle,2020,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,2020,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm utility vehicle,2021,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Switzerland,... Farm utility vehicle,2021,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401
Switzerland,... Farm utility vehicle,2021,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Switzerland,... Farm utility vehicle,2021,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Switzerland,... Farm utility vehicle,2021,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm truck,Before 1960,Petrol,255,237,218,205,189,169,155,141,128,119,118,116,109,108,100,94,78,72,67,66,72,71,70,61,56,57,59,61,58,60,60,63
Switzerland,... Farm truck,Before 1960,Diesel,243,250,261,253,242,237,226,216,205,201,194,191,180,168,151,140,108,105,108,104,99,93,92,95,88,84,83,77,79,78,77,80
Switzerland,... Farm truck,Before 1960,Electricity,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm truck,Before 1960,Other,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm truck,Before 1960,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm truck,1960 - 1979,Petrol,3558,3471,3315,3147,3020,2923,2813,2742,2652,2567,2469,2357,2284,2195,2116,2048,2046,1999,2028,1790,1771,1773,1755,1733,1709,1671,1642,1612,1601,1575,1547,1525
Switzerland,... Farm truck,1960 - 1979,Diesel,16811,16490,16040,15673,15276,15004,14509,14316,13983,13657,13290,13058,12718,12312,11974,11660,11327,10786,10960,10791,10528,10327,10092,9802,9582,9364,9143,8922,8721,8540,8428,8325
Switzerland,... Farm truck,1960 - 1979,Electricity,4,4,4,4,5,6,6,4,3,3,3,4,3,3,3,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Switzerland,... Farm truck,1960 - 1979,Other,4,5,6,5,5,4,3,3,3,3,2,2,2,4,5,18,35,35,60,8,9,5,4,6,7,7,6,6,7,6,6,7
Switzerland,... Farm truck,1960 - 1979,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm truck,1980 - 1989,Petrol,2158,2277,2297,2314,2334,2353,2344,2337,2294,2244,2201,2151,2040,1935,1834,1756,2880,2934,5400,6089,5399,4609,3782,3040,2407,1931,1679,1507,1347,1291,1225,1115
Switzerland,... Farm truck,1980 - 1989,Diesel,12196,12174,12088,12005,11859,11818,11540,11590,11529,11437,11323,11282,11131,10997,10903,10738,9389,8819,6325,5422,6039,6608,7214,7723,8141,8393,8446,8418,8261,8142,8087,7958
Switzerland,... Farm truck,1980 - 1989,Electricity,8,8,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,6,3,3,3,5,5,5,4,3,2,2,2,2,3,3
Switzerland,... Farm truck,1980 - 1989,Other,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,15,15,27,6,2,2,2,1,1,0,0,0,0,0,0,0
Switzerland,... Farm truck,1980 - 1989,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm truck,1990 - 1999,Petrol,90,222,336,448,552,623,669,746,799,898,958,992,1018,1051,1081,1100,1303,1281,1548,1665,1595,1520,1403,1281,1164,1075,1007,956,899,824,804,732
Switzerland,... Farm truck,1990 - 1999,Diesel,1228,2409,3423,4306,5346,6440,7251,8147,9025,9672,9708,9684,9614,9490,9451,9348,9223,8988,8827,8574,8642,8632,8617,8664,8764,8731,8659,8621,8519,8444,8377,8307
Switzerland,... Farm truck,1990 - 1999,Electricity,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
Switzerland,... Farm truck,1990 - 1999,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,19,25,1,1,1,1,1,1,1,1,1,1,1,1,1
Switzerland,... Farm truck,1990 - 1999,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm truck,2000 - 2004,Petrol,0,0,0,0,0,0,0,0,0,0,46,95,146,199,273,291,308,317,356,332,350,348,344,333,330,343,360,375,374,376,370,370
Switzerland,... Farm truck,2000 - 2004,Diesel,0,0,0,0,0,0,0,0,0,0,451,909,1324,1592,1923,1984,2005,1937,1965,1887,1881,1869,1845,1852,1848,1838,1828,1815,1793,1790,1778,1761
Switzerland,... Farm truck,2000 - 2004,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Switzerland,... Farm truck,2000 - 2004,Other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2
Switzerland,... Farm truck,2000 - 2004,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm truck,2005 - 2009,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,55,89,142,189,210,210,214,211,203,198,205,217,215,222,243,249
Switzerland,... Farm truck,2005 - 2009,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,418,558,710,799,822,825,822,824,836,840,841,850,845,838,851,863
Switzerland,... Farm truck,2005 - 2009,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
