Canton,Vehicle group / type,Year of first registration,Fuel,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Switzerland,... Farm ATV,2016,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2016,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2017,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
Switzerland,... Farm ATV,2017,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2017,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2017,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2017,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2018,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2018,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2018,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2018,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2018,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2019,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2019,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2019,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2019,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2019,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2020,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2020,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2020,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2020,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2020,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2021,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2021,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2021,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2021,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm ATV,2021,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Industrial vehicles,Before 1960,Petrol,452,400,408,368,345,322,305,294,282,262,243,219,201,187,188,175,173,181,197,200,189,179,173,164,166,167,172,176,176,181,181,179
Switzerland,> Industrial vehicles,Before 1960,Diesel,395,365,355,346,329,314,305,308,297,313,301,304,298,293,278,270,258,244,220,214,210,215,221,227,236,244,250,261,261,282,286,292
Switzerland,> Industrial vehicles,Before 1960,Electricity,53,49,48,45,37,37,34,32,26,25,27,24,24,21,13,12,15,14,14,13,14,16,14,13,10,11,10,7,7,7,6,7
Switzerland,> Industrial vehicles,Before 1960,Other,12,11,15,13,14,11,11,10,10,10,10,9,8,8,8,12,8,8,22,36,51,47,48,38,28,26,27,23,20,21,19,19
Switzerland,> Industrial vehicles,Before 1960,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Industrial vehicles,1960 - 1979,Petrol,3822,3614,3373,3203,3043,2911,2780,2610,2458,2317,2178,2030,1852,1719,1582,1464,1492,1432,1642,1508,1304,1182,1003,881,748,665,609,573,559,538,519,505
Switzerland,> Industrial vehicles,1960 - 1979,Diesel,12452,11431,10476,9655,9102,8576,7910,7372,6859,6416,6020,5590,5202,4864,4556,4327,3915,3764,2875,2350,2301,2218,2098,1932,1849,1825,1733,1667,1639,1612,1569,1546
Switzerland,> Industrial vehicles,1960 - 1979,Electricity,1765,1707,1639,1569,1500,1425,1318,1266,1149,1112,1057,1012,988,970,464,437,382,357,312,284,267,256,228,207,206,201,192,191,179,168,166,156
Switzerland,> Industrial vehicles,1960 - 1979,Other,84,71,59,48,43,38,32,28,26,24,24,20,17,17,16,20,24,24,64,80,110,107,110,91,73,68,56,47,37,33,31,29
Switzerland,> Industrial vehicles,1960 - 1979,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Industrial vehicles,1980 - 1989,Petrol,2539,2534,2491,2451,2419,2407,2340,2303,2249,2194,2104,2024,1956,1918,1778,1788,2672,2628,4182,4242,3485,2976,2501,2069,1705,1376,1166,1028,907,821,742,683
Switzerland,> Industrial vehicles,1980 - 1989,Diesel,20659,20223,19764,19191,18616,18026,17224,16519,15837,15175,14421,13620,12838,12101,11435,10834,9472,8831,6195,5090,5198,5097,4902,4733,4562,4350,4016,3746,3477,3261,3006,2800
Switzerland,> Industrial vehicles,1980 - 1989,Electricity,1011,1001,966,948,911,887,845,806,753,721,661,623,573,533,456,422,381,337,272,260,252,241,227,225,218,201,187,175,167,165,150,143
Switzerland,> Industrial vehicles,1980 - 1989,Other,57,54,50,47,45,42,40,36,30,30,28,27,25,28,27,39,41,40,113,127,160,172,192,156,138,124,115,98,85,72,64,62
Switzerland,> Industrial vehicles,1980 - 1989,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Industrial vehicles,1990 - 1999,Petrol,227,578,917,1193,1421,1638,1860,2070,2264,2411,2394,2361,2337,2313,2245,2232,2356,2339,2513,2448,2290,2160,2036,1869,1730,1619,1542,1416,1314,1231,1154,1070
Switzerland,> Industrial vehicles,1990 - 1999,Diesel,2208,4574,6304,7601,8907,10343,11796,13196,14570,16206,16496,15896,15456,14972,14546,13999,13446,12981,11967,11168,10837,10391,9947,9449,8907,8324,7768,7270,6761,6327,5878,5481
Switzerland,> Industrial vehicles,1990 - 1999,Electricity,113,250,394,520,604,670,760,838,899,998,1018,997,968,949,857,755,695,658,566,500,474,454,426,407,367,344,325,307,289,277,257,244
Switzerland,> Industrial vehicles,1990 - 1999,Other,6,10,14,15,18,25,36,38,41,47,47,45,38,39,39,53,57,60,148,202,244,233,205,171,152,142,120,107,93,89,76,72
Switzerland,> Industrial vehicles,1990 - 1999,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Industrial vehicles,2000 - 2004,Petrol,0,0,0,0,0,0,0,0,0,0,123,281,432,596,750,781,859,854,885,859,845,824,780,734,676,641,603,572,522,504,473,443
Switzerland,> Industrial vehicles,2000 - 2004,Diesel,0,0,0,0,0,0,0,0,0,0,1721,4299,6713,8882,11211,11656,11473,11415,11168,11059,10945,10675,10389,10053,9662,9329,8853,8448,8021,7633,7173,6828
Switzerland,> Industrial vehicles,2000 - 2004,Electricity,0,0,0,0,0,0,0,0,0,0,66,147,271,344,455,480,476,465,419,387,381,366,343,321,298,277,256,222,209,198,188,169
Switzerland,> Industrial vehicles,2000 - 2004,Other,0,0,0,0,0,0,0,0,0,0,7,17,27,39,51,55,57,58,85,78,92,82,75,68,63,50,45,43,42,34,30,27
Switzerland,> Industrial vehicles,2000 - 2004,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Industrial vehicles,2005 - 2009,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,291,502,757,993,1052,1027,1003,967,924,886,843,811,776,737,699,660
Switzerland,> Industrial vehicles,2005 - 2009,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663,4612,7477,10529,13608,14377,14332,14197,14068,13888,13616,13311,12990,12559,12196,11737,11257
Switzerland,> Industrial vehicles,2005 - 2009,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,243,394,569,751,795,776,760,731,725,694,657,609,574,543,521,484
Switzerland,> Industrial vehicles,2005 - 2009,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,41,80,93,76,81,79,76,74,73,70,68,66,66,65,62,59
Switzerland,> Industrial vehicles,2005 - 2009,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Industrial vehicles,2010 - 2014,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,371,622,842,1025,1049,1026,988,956,933,904,867
Switzerland,> Industrial vehicles,2010 - 2014,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2224,5459,9020,12598,16020,16708,16593,16428,16187,15983,15641,15352
Switzerland,> Industrial vehicles,2010 - 2014,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,357,573,790,1019,1064,1026,1002,965,935,887,847
Switzerland,> Industrial vehicles,2010 - 2014,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,50,72,94,96,95,93,89,89,88,88
Switzerland,> Industrial vehicles,2010 - 2014,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Industrial vehicles,2015,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,229,218,219,215,207,190
Switzerland,> Industrial vehicles,2015,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2604,3504,3475,3456,3432,3371,3327
Switzerland,> Industrial vehicles,2015,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,213,210,207,202,203,194
Switzerland,> Industrial vehicles,2015,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,21,21,20,20,20
Switzerland,> Industrial vehicles,2015,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Industrial vehicles,2016,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,266,263,258,252,243
Switzerland,> Industrial vehicles,2016,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690,3387,3364,3382,3362,3334
Switzerland,> Industrial vehicles,2016,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,257,245,240,240,236
Switzerland,> Industrial vehicles,2016,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,19,19,19,19
Switzerland,> Industrial vehicles,2016,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Industrial vehicles,2017,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,280,277,274,272
Switzerland,> Industrial vehicles,2017,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,3260,3257,3248,3244
Switzerland,> Industrial vehicles,2017,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,258,249,246,246
Switzerland,> Industrial vehicles,2017,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,10,10
Switzerland,> Industrial vehicles,2017,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Industrial vehicles,2018,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,437,427,424
Switzerland,> Industrial vehicles,2018,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568,3502,3504,3455
Switzerland,> Industrial vehicles,2018,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,310,313,298
Switzerland,> Industrial vehicles,2018,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,10,10
Switzerland,> Industrial vehicles,2018,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Industrial vehicles,2019,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,449,441
Switzerland,> Industrial vehicles,2019,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2711,3548,3559
Switzerland,> Industrial vehicles,2019,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,337,327
Switzerland,> Industrial vehicles,2019,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10
Switzerland,> Industrial vehicles,2019,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Industrial vehicles,2020,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,410
Switzerland,> Industrial vehicles,2020,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2499,3054
Switzerland,> Industrial vehicles,2020,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,325
Switzerland,> Industrial vehicles,2020,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13
Switzerland,> Industrial vehicles,2020,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Industrial vehicles,2021,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317
Switzerland,> Industrial vehicles,2021,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621
Switzerland,> Industrial vehicles,2021,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323
Switzerland,> Industrial vehicles,2021,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Switzerland,> Industrial vehicles,2021,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,Before 1960,Petrol,219,177,184,150,137,124,109,103,99,91,86,76,67,59,62,52,29,35,46,47,30,25,25,24,26,26,27,29,26,28,28,27
Switzerland,... Tow tractor,Before 1960,Diesel,80,71,64,60,52,49,50,49,49,57,51,45,44,44,47,54,61,60,51,51,38,43,45,48,48,53,58,57,55,62,64,64
Switzerland,... Tow tractor,Before 1960,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,Before 1960,Other,8,5,7,4,4,3,3,3,3,4,4,4,3,3,3,5,2,2,5,1,2,2,3,3,3,3,4,4,4,4,4,4
Switzerland,... Tow tractor,Before 1960,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,1960 - 1979,Petrol,107,96,79,69,55,50,48,41,42,38,37,39,35,32,28,23,39,52,54,48,35,31,32,30,23,19,22,21,20,19,20,26
Switzerland,... Tow tractor,1960 - 1979,Diesel,679,621,551,506,462,435,424,371,350,330,323,276,256,233,235,289,615,651,402,294,196,175,173,168,142,154,156,153,157,156,156,171
Switzerland,... Tow tractor,1960 - 1979,Electricity,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,1960 - 1979,Other,64,54,43,36,30,25,21,16,14,14,15,15,13,11,10,11,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,1960 - 1979,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,1980 - 1989,Petrol,10,10,10,6,6,5,4,3,3,3,5,7,5,5,4,7,15,12,11,8,8,8,6,8,10,8,8,10,9,9,9,7
Switzerland,... Tow tractor,1980 - 1989,Diesel,856,812,748,685,636,604,575,527,493,467,408,348,315,282,258,313,570,558,411,348,228,207,165,154,153,145,139,147,134,143,137,138
Switzerland,... Tow tractor,1980 - 1989,Electricity,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,1980 - 1989,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,1980 - 1989,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,1990 - 1999,Petrol,0,0,2,2,2,4,5,6,6,7,7,6,6,4,4,8,10,11,7,8,10,9,9,8,6,5,2,3,3,3,3,4
Switzerland,... Tow tractor,1990 - 1999,Diesel,33,83,119,147,200,243,268,315,349,354,349,290,270,266,258,260,234,235,227,218,215,220,224,224,236,248,246,246,244,246,248,254
Switzerland,... Tow tractor,1990 - 1999,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,1990 - 1999,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,1990 - 1999,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2000 - 2004,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,5,4,3,3,2,2,1,2,2,2,3,4,3,3
Switzerland,... Tow tractor,2000 - 2004,Diesel,0,0,0,0,0,0,0,0,0,0,42,144,219,318,418,447,426,436,448,458,459,462,461,479,496,499,480,499,493,480,476,484
Switzerland,... Tow tractor,2000 - 2004,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2000 - 2004,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2000 - 2004,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2005 - 2009,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3
Switzerland,... Tow tractor,2005 - 2009,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,234,403,509,642,693,715,727,773,816,832,832,823,830,814,806,778
Switzerland,... Tow tractor,2005 - 2009,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2005 - 2009,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2005 - 2009,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2010 - 2014,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,22,22,19,20,21,20,19
Switzerland,... Tow tractor,2010 - 2014,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,288,532,829,1130,1208,1235,1250,1257,1261,1243,1235
Switzerland,... Tow tractor,2010 - 2014,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,2,2,2,2
Switzerland,... Tow tractor,2010 - 2014,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2010 - 2014,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2015,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,16,17,19,19,17
Switzerland,... Tow tractor,2015,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,298,292,299,289,292,288
Switzerland,... Tow tractor,2015,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2015,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Switzerland,... Tow tractor,2015,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2016,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,34,34,33,31
Switzerland,... Tow tractor,2016,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,283,290,308,307,315
Switzerland,... Tow tractor,2016,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2016,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2016,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2017,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,58,59,60,61
Switzerland,... Tow tractor,2017,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,284,282,288,292
Switzerland,... Tow tractor,2017,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
Switzerland,... Tow tractor,2017,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2017,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2018,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,218,212,212
Switzerland,... Tow tractor,2018,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,294,307,306
Switzerland,... Tow tractor,2018,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Switzerland,... Tow tractor,2018,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2018,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2019,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,239,238
